subject,trial,condition,RT_ms,accuracy,age
S23,65,Congruent,500.9,1,21
S23,66,Congruent,462.6,1,21
S23,67,Incongruent,640.0,0,21
S23,68,Incongruent,592.6,1,21
S23,69,Congruent,486.6,1,21
S23,70,Incongruent,601.3,0,21
S23,71,Congruent,496.4,1,21
S23,72,Congruent,540.1,1,21
S23,73,Incongruent,578.4,1,21
S23,74,Congruent,597.2,1,21
S23,75,Congruent,498.5,1,21
S23,76,Incongruent,603.3,1,21
S23,77,Congruent,486.0,1,21
S23,78,Incongruent,561.7,1,21
S23,79,Congruent,480.4,1,21
S23,80,Incongruent,564.8,0,21
S23,81,Incongruent,553.9,1,21
S23,82,Incongruent,589.7,1,21
S23,83,Congruent,601.4,1,21
S23,84,Congruent,509.2,1,21
S23,85,Incongruent,620.5,1,21
S23,86,Incongruent,491.7,0,21
S23,87,Incongruent,621.6,1,21
S23,88,Congruent,458.2,1,21
S23,89,Congruent,519.7,1,21
S23,90,Congruent,534.1,1,21
S23,91,Congruent,545.9,0,21
S23,92,Incongruent,643.3,1,21
S23,93,Congruent,547.3,1,21
S23,94,Congruent,489.7,1,21
S23,95,Congruent,533.7,1,21
S23,96,Congruent,501.5,1,21
S23,97,Incongruent,506.4,1,21
S23,98,Congruent,595.2,1,21
S23,99,Incongruent,550.4,1,21
S23,100,Congruent,539.9,0,21
S24,1,Congruent,581.5,1,38
S24,2,Congruent,642.6,1,38
S24,3,Congruent,608.8,1,38
S24,4,Incongruent,660.3,1,38
S24,5,Incongruent,668.4,1,38
S24,6,Congruent,570.1,1,38
S24,7,Incongruent,581.3,1,38
S24,8,Incongruent,644.5,1,38
S24,9,Incongruent,538.3,1,38
S24,10,Congruent,558.9,1,38
S24,11,Incongruent,656.0,1,38
S24,12,Congruent,544.3,1,38
S24,13,Congruent,567.4,1,38
S24,14,Congruent,508.3,1,38
S24,15,Congruent,481.6,1,38
S24,16,Congruent,548.5,1,38
S24,17,Incongruent,606.8,1,38
S24,18,Congruent,572.4,1,38
S24,19,Congruent,608.9,1,38
S24,20,Incongruent,657.7,1,38
S24,21,Incongruent,673.2,1,38
S24,22,Incongruent,619.3,1,38
S24,23,Congruent,568.1,1,38
S24,24,Incongruent,606.1,1,38
S24,25,Congruent,544.2,1,38
S24,26,Incongruent,602.1,1,38
S24,27,Congruent,473.6,1,38
S24,28,Incongruent,695.8,1,38
S24,29,Incongruent,587.6,1,38
S24,30,Incongruent,697.9,0,38
S24,31,Incongruent,598.8,1,38
S24,32,Incongruent,710.7,1,38
S24,33,Incongruent,615.2,1,38
S24,34,Incongruent,702.4,1,38
S24,35,Incongruent,544.5,1,38
S24,36,Incongruent,563.1,1,38
S24,37,Incongruent,557.4,1,38
S24,38,Incongruent,587.4,1,38
S24,39,Incongruent,559.6,1,38
S24,40,Congruent,633.4,1,38
S24,41,Congruent,548.4,1,38
S24,42,Congruent,578.9,1,38
S24,43,Incongruent,597.6,1,38
S24,44,Incongruent,622.8,1,38
S24,45,Incongruent,612.6,1,38
S24,46,Congruent,611.1,1,38
S24,47,Congruent,554.3,1,38
S24,48,Incongruent,558.1,1,38
S24,49,Congruent,504.9,1,38
S24,50,Incongruent,602.0,1,38
S24,51,Incongruent,664.7,1,38
S24,52,Incongruent,635.4,1,38
S24,53,Congruent,493.7,0,38
S24,54,Incongruent,530.8,1,38
S24,55,Incongruent,466.9,1,38
S24,56,Congruent,524.2,1,38
S24,57,Congruent,535.0,1,38
S24,58,Incongruent,631.2,1,38
S24,59,Incongruent,618.9,1,38
S24,60,Congruent,536.6,1,38
S24,61,Congruent,478.1,1,38
S24,62,Congruent,620.7,1,38
S24,63,Incongruent,569.7,1,38
S24,64,Congruent,514.1,1,38
S24,65,Incongruent,630.1,1,38
S24,66,Congruent,519.9,1,38
S24,67,Congruent,509.3,1,38
S24,68,Incongruent,624.0,1,38
S24,69,Congruent,557.1,1,38
S24,70,Congruent,542.6,1,38
S24,71,Congruent,499.3,1,38
S24,72,Incongruent,612.3,1,38
S24,73,Incongruent,588.3,1,38
S24,74,Congruent,491.4,1,38
S24,75,Incongruent,675.0,1,38
S24,76,Congruent,534.0,1,38
S24,77,Incongruent,593.4,1,38
S24,78,Congruent,537.7,1,38
S24,79,Incongruent,619.6,1,38
S24,80,Congruent,605.4,1,38
S24,81,Congruent,567.9,0,38
S24,82,Congruent,526.1,0,38
S24,83,Congruent,610.6,1,38
S24,84,Congruent,501.5,1,38
S24,85,Incongruent,558.6,1,38
S24,86,Congruent,555.5,1,38
S24,87,Incongruent,653.7,1,38
S24,88,Incongruent,700.5,1,38
S24,89,Congruent,583.9,1,38
S24,90,Congruent,450.1,1,38
S24,91,Incongruent,633.1,0,38
S24,92,Congruent,446.6,0,38
S24,93,Congruent,593.2,1,38
S24,94,Incongruent,503.0,1,38
S24,95,Incongruent,690.4,1,38
S24,96,Congruent,492.7,1,38
S24,97,Congruent,542.4,1,38
S24,98,Incongruent,664.4,1,38
S24,99,Congruent,458.9,1,38
S24,100,Congruent,462.0,1,38
S25,1,Congruent,470.5,1,27
S25,2,Incongruent,570.3,1,27
S25,3,Congruent,483.6,1,27
S25,4,Incongruent,585.3,1,27
S25,5,Congruent,467.8,1,27
S25,6,Incongruent,556.7,0,27
S25,7,Congruent,531.8,1,27
S25,8,Incongruent,556.8,1,27
S25,9,Incongruent,545.1,1,27
S25,10,Congruent,482.1,1,27
S25,11,Incongruent,541.5,1,27
S25,12,Congruent,549.0,1,27
S25,13,Incongruent,551.5,1,27
S25,14,Incongruent,500.3,1,27
S25,15,Incongruent,502.9,1,27
S25,16,Congruent,583.1,1,27
S25,17,Incongruent,579.5,1,27
S25,18,Incongruent,558.2,0,27
S25,19,Congruent,503.0,1,27
S25,20,Incongruent,601.2,0,27
S25,21,Congruent,459.5,1,27
S25,22,Congruent,437.9,1,27
S25,23,Congruent,488.7,1,27
S25,24,Incongruent,587.1,1,27
S25,25,Congruent,425.4,1,27
S25,26,Congruent,537.4,1,27
S25,27,Congruent,548.2,1,27
S25,28,Congruent,422.6,1,27
S25,29,Incongruent,584.8,1,27
S25,30,Incongruent,536.9,0,27
S25,31,Congruent,532.5,1,27
S25,32,Incongruent,528.5,1,27
S25,33,Incongruent,493.1,1,27
S25,34,Incongruent,593.1,1,27
S25,35,Incongruent,531.2,1,27
S25,36,Congruent,524.3,1,27
S25,37,Incongruent,674.7,1,27
S25,38,Congruent,455.5,1,27
S25,39,Congruent,448.7,1,27
S25,40,Incongruent,534.4,1,27
S25,41,Congruent,476.8,1,27
S25,42,Congruent,482.1,1,27
S25,43,Incongruent,521.6,0,27
S25,44,Incongruent,559.4,1,27
S25,45,Congruent,511.1,1,27
S25,46,Incongruent,637.4,1,27
S25,47,Congruent,536.4,1,27
S25,48,Congruent,466.7,1,27
S25,49,Congruent,506.4,1,27
S25,50,Incongruent,601.6,1,27
S25,51,Congruent,499.4,0,27
S25,52,Incongruent,505.6,0,27
S25,53,Congruent,497.1,1,27
S25,54,Incongruent,479.0,1,27
S25,55,Congruent,459.4,1,27
S25,56,Congruent,456.0,1,27
S25,57,Congruent,488.6,1,27
S25,58,Congruent,478.1,1,27
S25,59,Congruent,445.3,1,27
S25,60,Incongruent,556.8,1,27
S25,61,Congruent,543.0,1,27
S25,62,Incongruent,535.3,1,27
S25,63,Incongruent,489.6,1,27
S25,64,Congruent,465.8,1,27
S25,65,Congruent,452.8,1,27
S25,66,Congruent,470.8,1,27
S25,67,Congruent,422.6,1,27
S25,68,Incongruent,516.5,1,27
S25,69,Incongruent,578.8,1,27
S25,70,Congruent,555.2,1,27
S25,71,Incongruent,479.8,1,27
S25,72,Incongruent,409.9,1,27
S25,73,Incongruent,525.5,1,27
S25,74,Incongruent,459.5,1,27
S25,75,Congruent,466.8,1,27
S25,76,Congruent,442.9,0,27
S25,77,Incongruent,613.5,1,27
S25,78,Incongruent,447.3,1,27
S25,79,Incongruent,529.1,0,27
S25,80,Congruent,554.1,1,27
S25,81,Congruent,419.6,1,27
S25,82,Incongruent,604.9,1,27
S25,83,Incongruent,547.1,1,27
S25,84,Incongruent,501.3,0,27
S25,85,Incongruent,511.5,1,27
S25,86,Incongruent,564.5,0,27
S25,87,Congruent,460.2,1,27
S25,88,Incongruent,505.4,1,27
S25,89,Congruent,538.3,1,27
S25,90,Congruent,457.7,1,27
S25,91,Congruent,537.3,1,27
S25,92,Incongruent,517.7,1,27
S25,93,Congruent,399.6,1,27
S25,94,Incongruent,582.3,1,27
S25,95,Incongruent,475.4,0,27
S25,96,Incongruent,464.6,1,27
S25,97,Congruent,478.7,1,27
S25,98,Incongruent,495.3,1,27
S25,99,Congruent,441.6,1,27
S25,100,Congruent,431.2,1,27
S26,1,Congruent,463.9,1,39
S26,2,Incongruent,445.1,1,39
S26,3,Incongruent,502.5,1,39
S26,4,Incongruent,519.2,1,39
S26,5,Incongruent,540.3,0,39
S26,6,Congruent,442.2,1,39
S26,7,Incongruent,530.3,1,39
S26,8,Congruent,420.1,1,39
S26,9,Incongruent,522.9,1,39
S26,10,Congruent,454.6,1,39
S26,11,Congruent,458.8,1,39
S26,12,Incongruent,537.5,1,39
S26,13,Incongruent,550.4,1,39
S26,14,Congruent,491.3,1,39
S26,15,Incongruent,517.1,1,39
S26,16,Incongruent,527.6,1,39
S26,17,Incongruent,454.4,0,39
S26,18,Congruent,346.8,1,39
S26,19,Congruent,368.7,1,39
S26,20,Incongruent,513.8,1,39
S26,21,Congruent,336.3,1,39
S26,22,Congruent,419.4,1,39
S26,23,Congruent,351.0,1,39
S26,24,Incongruent,459.8,1,39
S26,25,Incongruent,525.0,1,39
S26,26,Incongruent,457.1,1,39
S26,27,Congruent,380.7,1,39
S26,28,Incongruent,472.3,0,39
S26,29,Incongruent,317.3,1,39
S26,30,Incongruent,462.7,1,39
S26,31,Congruent,312.8,1,39
S26,32,Incongruent,499.0,1,39
S26,33,Congruent,434.7,1,39
S26,34,Incongruent,450.3,1,39
S26,35,Congruent,450.8,1,39
S26,36,Congruent,407.5,1,39
S26,37,Incongruent,515.7,1,39
S26,38,Incongruent,482.8,1,39
S26,39,Congruent,351.0,1,39
S26,40,Congruent,363.7,1,39
S26,41,Congruent,409.7,1,39
S26,42,Congruent,360.0,1,39
S26,43,Congruent,430.1,1,39
S26,44,Congruent,524.4,1,39
S26,45,Congruent,388.4,1,39
S26,46,Congruent,395.4,1,39
S26,47,Congruent,403.0,1,39
S26,48,Incongruent,468.8,1,39
S26,49,Incongruent,393.1,1,39
S26,50,Congruent,451.6,1,39
S26,51,Congruent,416.1,1,39
S26,52,Incongruent,468.9,1,39
S26,53,Incongruent,429.2,1,39
S26,54,Incongruent,467.5,1,39
S26,55,Congruent,435.3,1,39
S26,56,Incongruent,481.4,0,39
S26,57,Incongruent,466.0,0,39
S26,58,Incongruent,470.5,1,39
S26,59,Congruent,387.2,1,39
S26,60,Incongruent,432.7,1,39
S26,61,Incongruent,375.2,1,39
S26,62,Congruent,446.7,1,39
S26,63,Incongruent,453.6,1,39
S26,64,Incongruent,390.6,1,39
S26,65,Congruent,406.9,1,39
S26,66,Congruent,357.0,0,39
S26,67,Incongruent,520.9,0,39
S26,68,Incongruent,498.3,1,39
S26,69,Incongruent,416.4,1,39
S26,70,Congruent,461.9,1,39
S26,71,Congruent,449.3,1,39
S26,72,Incongruent,612.9,1,39
S26,73,Incongruent,548.1,1,39
S26,74,Incongruent,518.9,1,39
S26,75,Congruent,459.6,1,39
S26,76,Congruent,329.2,1,39
S26,77,Congruent,421.5,1,39
S26,78,Congruent,441.6,1,39
S26,79,Congruent,360.0,1,39
S26,80,Incongruent,481.5,1,39
S26,81,Incongruent,560.5,1,39
S26,82,Congruent,398.4,1,39
S26,83,Incongruent,494.2,1,39
S26,84,Incongruent,446.1,1,39
S26,85,Congruent,439.5,1,39
S26,86,Congruent,366.4,1,39
S26,87,Congruent,368.8,1,39
S26,88,Congruent,360.4,1,39
S26,89,Congruent,410.0,1,39
S26,90,Incongruent,461.2,1,39
S26,91,Congruent,437.3,1,39
S26,92,Congruent,453.6,1,39
S26,93,Incongruent,499.6,1,39
S26,94,Incongruent,385.7,0,39
S26,95,Incongruent,441.0,1,39
S26,96,Incongruent,461.7,1,39
S26,97,Congruent,357.4,1,39
S26,98,Incongruent,437.5,1,39
S26,99,Congruent,398.1,1,39
S26,100,Congruent,388.9,1,39
S27,1,Incongruent,617.2,1,39
S27,2,Incongruent,604.1,1,39
S27,3,Congruent,478.5,1,39
S27,4,Incongruent,616.5,1,39
S27,5,Congruent,529.5,0,39
S27,6,Congruent,620.2,1,39
S27,7,Congruent,556.9,1,39
S27,8,Incongruent,588.3,1,39
S27,9,Incongruent,635.6,1,39
S27,10,Congruent,598.0,1,39
S27,11,Congruent,527.4,1,39
S27,12,Incongruent,597.7,1,39
S27,13,Incongruent,601.4,1,39
S27,14,Congruent,531.2,1,39
S27,15,Incongruent,571.2,1,39
S27,16,Incongruent,652.1,1,39
S27,17,Congruent,572.4,1,39
S27,18,Incongruent,621.3,1,39
S27,19,Incongruent,618.6,1,39
S27,20,Incongruent,631.7,1,39
S27,21,Incongruent,583.6,1,39
S27,22,Congruent,555.2,0,39
S27,23,Congruent,556.9,1,39
S27,24,Incongruent,586.6,1,39
S27,25,Incongruent,656.5,0,39
S27,26,Congruent,624.1,1,39
S27,27,Congruent,563.9,1,39
S27,28,Congruent,567.3,1,39
S27,29,Incongruent,549.8,1,39
S27,30,Congruent,515.8,1,39
S27,31,Congruent,551.3,1,39
S27,32,Congruent,595.8,1,39
S27,33,Congruent,613.0,1,39
S27,34,Incongruent,614.6,1,39
S27,35,Incongruent,674.4,1,39
S27,36,Congruent,577.7,1,39
S27,37,Incongruent,504.6,1,39
S27,38,Congruent,534.2,1,39
S27,39,Congruent,580.4,1,39
S27,40,Congruent,538.4,1,39
S27,41,Incongruent,604.1,1,39
S27,42,Congruent,508.0,1,39
S27,43,Incongruent,580.0,1,39
S27,44,Congruent,521.6,1,39
S27,45,Incongruent,621.3,1,39
S27,46,Incongruent,593.4,1,39
S27,47,Incongruent,549.9,1,39
S27,48,Congruent,555.3,1,39
S27,49,Congruent,495.7,1,39
S27,50,Congruent,507.9,0,39
S27,51,Incongruent,572.3,1,39
S27,52,Incongruent,692.9,1,39
S27,53,Incongruent,624.9,1,39
S27,54,Congruent,596.7,1,39
S27,55,Incongruent,618.4,1,39
S27,56,Congruent,476.9,1,39
S27,57,Incongruent,598.0,1,39
S27,58,Incongruent,621.2,0,39
S27,59,Incongruent,590.4,1,39
S27,60,Congruent,556.2,1,39
S27,61,Congruent,550.8,1,39
S27,62,Congruent,541.9,1,39
S27,63,Congruent,521.3,1,39
S27,64,Congruent,590.0,1,39
S27,65,Incongruent,602.5,1,39
S27,66,Incongruent,603.0,1,39
S27,67,Congruent,503.1,1,39
S27,68,Congruent,503.8,1,39
S27,69,Incongruent,602.8,0,39
S27,70,Incongruent,592.8,1,39
S27,71,Congruent,531.1,1,39
S27,72,Incongruent,513.0,1,39
S27,73,Incongruent,608.6,1,39
S27,74,Incongruent,594.7,1,39
S27,75,Congruent,421.9,1,39
S27,76,Incongruent,543.1,1,39
S27,77,Congruent,515.5,1,39
S27,78,Congruent,556.1,1,39
S27,79,Incongruent,571.5,1,39
S27,80,Congruent,461.2,1,39
S27,81,Incongruent,539.9,1,39
S27,82,Incongruent,521.7,1,39
S27,83,Congruent,530.4,1,39
S27,84,Congruent,541.1,1,39
S27,85,Incongruent,612.6,1,39
S27,86,Incongruent,667.2,0,39
S27,87,Congruent,529.0,1,39
S27,88,Incongruent,584.2,0,39
S27,89,Congruent,417.7,1,39
S27,90,Congruent,548.4,1,39
S27,91,Congruent,567.6,1,39
S27,92,Congruent,452.9,1,39
S27,93,Congruent,560.9,1,39
S27,94,Incongruent,573.4,1,39
S27,95,Incongruent,641.8,1,39
S27,96,Congruent,462.0,1,39
S27,97,Congruent,489.3,1,39
S27,98,Incongruent,508.1,0,39
S27,99,Incongruent,498.6,1,39
S27,100,Incongruent,599.3,1,39
S28,1,Congruent,590.4,1,26
S28,2,Incongruent,708.2,1,26
S28,3,Incongruent,704.3,1,26
S28,4,Incongruent,655.3,1,26
S28,5,Congruent,677.2,1,26
S28,6,Congruent,593.0,1,26
S28,7,Incongruent,649.3,1,26
S28,8,Incongruent,743.8,1,26
S28,9,Incongruent,663.3,1,26
S28,10,Incongruent,725.8,1,26
S28,11,Congruent,625.3,0,26
S28,12,Incongruent,781.4,1,26
S28,13,Incongruent,723.6,1,26
S28,14,Incongruent,674.5,1,26
S28,15,Congruent,583.7,1,26
S28,16,Incongruent,667.2,1,26
S28,17,Congruent,623.4,1,26
S28,18,Congruent,667.8,1,26
S28,19,Congruent,600.1,1,26
S28,20,Incongruent,679.2,1,26
S28,21,Incongruent,724.8,1,26
S28,22,Congruent,674.6,1,26
S28,23,Congruent,574.7,1,26
S28,24,Congruent,611.5,1,26
S28,25,Incongruent,667.8,1,26
S28,26,Congruent,646.9,1,26
S28,27,Incongruent,668.9,1,26
S28,28,Congruent,634.2,1,26
S28,29,Incongruent,646.6,1,26
S28,30,Congruent,605.1,1,26
S28,31,Congruent,643.2,0,26
S28,32,Congruent,621.4,1,26
S28,33,Incongruent,705.1,1,26
S28,34,Incongruent,696.1,1,26
S28,35,Congruent,602.3,1,26
S28,36,Congruent,598.1,1,26
S28,37,Congruent,639.3,1,26
S28,38,Congruent,691.2,1,26
S28,39,Incongruent,622.4,1,26
S28,40,Incongruent,647.5,0,26
S28,41,Congruent,614.6,1,26
S28,42,Congruent,580.8,1,26
S28,43,Incongruent,685.2,1,26
S28,44,Incongruent,684.6,0,26
S28,45,Congruent,637.7,1,26
S28,46,Incongruent,724.1,0,26
S28,47,Incongruent,686.9,1,26
S28,48,Congruent,536.8,1,26
S28,49,Congruent,483.4,1,26
S28,50,Congruent,686.8,1,26
S28,51,Incongruent,767.7,1,26
S28,52,Congruent,627.1,1,26
S28,53,Congruent,558.8,1,26
S28,54,Congruent,650.3,1,26
S28,55,Incongruent,658.7,1,26
S28,56,Incongruent,658.4,1,26
S28,57,Congruent,609.6,1,26
S28,58,Congruent,625.5,1,26
S28,59,Incongruent,624.0,1,26
S28,60,Incongruent,709.8,1,26
S28,61,Incongruent,666.7,1,26
S28,62,Congruent,633.1,1,26
S28,63,Congruent,563.1,1,26
S28,64,Incongruent,684.6,1,26
S28,65,Congruent,638.6,1,26
S28,66,Incongruent,674.8,1,26
S28,67,Congruent,526.9,1,26
S28,68,Congruent,617.3,1,26
S28,69,Incongruent,691.6,1,26
S28,70,Incongruent,612.4,1,26
S28,71,Congruent,604.3,1,26
S28,72,Incongruent,589.2,1,26
S28,73,Congruent,564.8,1,26
S28,74,Incongruent,667.6,1,26
S28,75,Incongruent,725.1,1,26
S28,76,Congruent,595.1,1,26
S28,77,Congruent,601.3,1,26
S28,78,Congruent,588.6,0,26
S28,79,Incongruent,637.0,1,26
S28,80,Congruent,541.2,1,26
S28,81,Incongruent,567.3,1,26
S28,82,Congruent,608.5,1,26
S28,83,Incongruent,649.9,1,26
S28,84,Congruent,571.8,1,26
S28,85,Incongruent,729.1,1,26
S28,86,Incongruent,570.8,1,26
S28,87,Congruent,591.9,1,26
S28,88,Incongruent,628.7,1,26
S28,89,Congruent,602.1,1,26
S28,90,Incongruent,568.4,1,26
S28,91,Incongruent,682.6,0,26
S28,92,Incongruent,563.9,1,26
S28,93,Congruent,554.3,1,26
S28,94,Incongruent,565.9,1,26
S28,95,Incongruent,633.0,1,26
S28,96,Congruent,571.4,1,26
S28,97,Congruent,607.1,1,26
S28,98,Incongruent,591.4,1,26
S28,99,Congruent,612.3,1,26
S28,100,Incongruent,555.1,1,26
S29,1,Congruent,639.2,1,34
S29,2,Congruent,678.2,1,34
S29,3,Congruent,682.2,0,34
S29,4,Incongruent,699.4,1,34
S29,5,Congruent,661.2,1,34
S29,6,Incongruent,771.4,1,34
S29,7,Incongruent,664.1,1,34
S29,8,Congruent,686.2,1,34
S29,9,Congruent,626.3,1,34
S29,10,Congruent,639.2,1,34
S29,11,Incongruent,650.4,0,34
S29,12,Congruent,653.4,1,34
S29,13,Congruent,617.6,1,34
S29,14,Incongruent,716.4,1,34
S29,15,Incongruent,676.3,1,34
S29,16,Congruent,643.1,1,34
S29,17,Congruent,605.6,1,34
S29,18,Incongruent,752.0,1,34
S29,19,Incongruent,725.5,1,34
S29,20,Congruent,666.0,0,34
S29,21,Congruent,575.5,1,34
S29,22,Congruent,656.3,0,34
S29,23,Congruent,639.3,1,34
S29,24,Incongruent,635.0,1,34
S29,25,Congruent,683.6,1,34
S29,26,Incongruent,666.5,1,34
S29,27,Incongruent,677.3,0,34
S29,28,Incongruent,763.3,1,34
S29,29,Incongruent,634.3,1,34
S29,30,Incongruent,661.0,1,34
S29,31,Incongruent,699.7,1,34
S29,32,Congruent,582.0,1,34
S29,33,Congruent,525.3,1,34
S29,34,Congruent,602.4,1,34
S29,35,Incongruent,730.6,1,34
S29,36,Incongruent,749.6,1,34
S29,37,Incongruent,703.3,1,34
S29,38,Incongruent,718.8,1,34
S29,39,Congruent,691.9,1,34
S29,40,Incongruent,668.4,1,34
S29,41,Congruent,685.3,1,34
S29,42,Congruent,577.0,1,34
S29,43,Incongruent,770.1,1,34
S29,44,Congruent,679.0,1,34
S29,45,Congruent,569.1,1,34
S29,46,Incongruent,774.6,1,34
S29,47,Incongruent,725.4,1,34
S29,48,Incongruent,694.5,1,34
S29,49,Congruent,572.9,1,34
S29,50,Incongruent,614.4,1,34
S29,51,Incongruent,686.9,1,34
S29,52,Congruent,621.2,1,34
S29,53,Incongruent,718.4,1,34
S29,54,Congruent,584.6,1,34
S29,55,Congruent,614.3,1,34
S29,56,Congruent,574.1,1,34
S29,57,Congruent,590.3,0,34
S29,58,Incongruent,761.8,1,34
S29,59,Incongruent,642.1,1,34
S29,60,Incongruent,622.5,1,34
S29,61,Congruent,649.1,1,34
S29,62,Congruent,650.3,1,34
S29,63,Congruent,621.2,1,34
S29,64,Incongruent,649.4,1,34
S29,65,Incongruent,764.9,1,34
S29,66,Incongruent,604.0,1,34
S29,67,Incongruent,606.5,1,34
S29,68,Incongruent,650.5,1,34
S29,69,Incongruent,686.0,1,34
S29,70,Congruent,617.9,1,34
S29,71,Congruent,600.7,1,34
S29,72,Incongruent,637.7,1,34
S29,73,Incongruent,652.9,1,34
S29,74,Congruent,672.1,1,34
S29,75,Incongruent,593.2,1,34
S29,76,Congruent,652.9,1,34
S29,77,Congruent,567.4,1,34
S29,78,Incongruent,638.5,1,34
S29,79,Congruent,669.5,1,34
S29,80,Congruent,549.3,1,34
S29,81,Congruent,738.9,1,34
S29,82,Congruent,655.2,1,34
S29,83,Congruent,544.5,1,34
S29,84,Congruent,673.1,1,34
S29,85,Congruent,524.0,1,34
S29,86,Incongruent,694.2,1,34
S29,87,Congruent,627.8,1,34
S29,88,Incongruent,718.2,1,34
S29,89,Congruent,555.7,0,34
S29,90,Congruent,544.9,1,34
S29,91,Incongruent,711.9,1,34
S29,92,Incongruent,636.3,1,34
S29,93,Incongruent,768.7,1,34
S29,94,Incongruent,668.1,1,34
S29,95,Congruent,618.3,1,34
S29,96,Incongruent,569.9,1,34
S29,97,Congruent,553.6,1,34
S29,98,Incongruent,661.6,1,34
S29,99,Incongruent,651.3,1,34
S29,100,Incongruent,654.0,1,34
S30,1,Incongruent,625.1,1,39
S30,2,Incongruent,573.6,1,39
S30,3,Incongruent,610.6,0,39
S30,4,Incongruent,659.1,0,39
S30,5,Incongruent,665.2,1,39
S30,6,Incongruent,600.2,1,39
S30,7,Incongruent,691.6,1,39
S30,8,Incongruent,719.9,1,39
S30,9,Congruent,613.8,1,39
S30,10,Congruent,540.0,0,39
S30,11,Incongruent,636.0,1,39
S30,12,Congruent,618.2,1,39
S30,13,Incongruent,707.8,1,39
S30,14,Congruent,531.1,1,39
S30,15,Congruent,550.7,1,39
S30,16,Congruent,601.4,1,39
S30,17,Congruent,546.5,1,39
S30,18,Incongruent,624.9,1,39
S30,19,Congruent,544.0,1,39
S30,20,Incongruent,576.3,1,39
S30,21,Congruent,502.8,1,39
S30,22,Congruent,554.1,1,39
S30,23,Congruent,502.5,1,39
S30,24,Incongruent,608.5,1,39
S30,25,Congruent,569.0,1,39
S30,26,Incongruent,560.0,1,39
S30,27,Incongruent,672.3,1,39
S30,28,Incongruent,607.0,1,39
S30,29,Incongruent,620.4,1,39
S30,30,Congruent,552.3,1,39
S30,31,Incongruent,623.2,1,39
S30,32,Incongruent,579.3,1,39
S30,33,Congruent,566.2,1,39
S30,34,Congruent,558.6,1,39
S30,35,Incongruent,653.5,1,39
S30,36,Incongruent,574.6,1,39
S30,37,Incongruent,645.6,1,39
S30,38,Congruent,530.2,1,39
S30,39,Congruent,534.9,1,39
S30,40,Incongruent,536.9,1,39
S30,41,Congruent,454.3,1,39
S30,42,Incongruent,660.3,1,39
S30,43,Congruent,501.8,1,39
S30,44,Incongruent,569.2,1,39
S30,45,Congruent,584.4,1,39
S30,46,Congruent,622.7,1,39
S30,47,Congruent,499.1,1,39
S30,48,Congruent,507.8,1,39
S30,49,Incongruent,633.4,1,39
S30,50,Incongruent,609.2,1,39
S30,51,Incongruent,591.1,1,39
S30,52,Congruent,593.4,1,39
S30,53,Congruent,688.4,1,39
S30,54,Incongruent,603.7,0,39
S30,55,Congruent,555.3,1,39
S30,56,Congruent,589.5,1,39
S30,57,Congruent,631.3,0,39
S30,58,Congruent,557.0,1,39
S30,59,Incongruent,559.7,1,39
S30,60,Incongruent,660.5,1,39
S30,61,Incongruent,599.2,1,39
S30,62,Incongruent,633.3,1,39
S30,63,Congruent,556.4,1,39
S30,64,Congruent,501.9,1,39
S30,65,Congruent,578.2,1,39
S30,66,Incongruent,586.6,1,39
S30,67,Incongruent,679.3,1,39
S30,68,Incongruent,572.1,1,39
S30,69,Incongruent,648.6,1,39
S30,70,Congruent,573.5,1,39
S30,71,Incongruent,560.8,1,39
S30,72,Congruent,577.1,1,39
S30,73,Congruent,560.9,1,39
S30,74,Congruent,561.3,0,39
S30,75,Congruent,582.7,1,39
S30,76,Congruent,511.3,1,39
S30,77,Congruent,568.0,1,39
S30,78,Congruent,451.4,1,39
S30,79,Incongruent,663.4,1,39
S30,80,Incongruent,678.0,1,39
S30,81,Congruent,486.8,1,39
S30,82,Incongruent,594.9,1,39
S30,83,Incongruent,626.0,1,39
S30,84,Congruent,428.2,1,39
S30,85,Congruent,514.1,1,39
S30,86,Congruent,471.5,1,39
S30,87,Congruent,498.1,1,39
S30,88,Incongruent,566.8,1,39
S30,89,Incongruent,540.9,1,39
S30,90,Congruent,565.9,1,39
S30,91,Incongruent,548.6,1,39
S30,92,Incongruent,563.8,1,39
S30,93,Incongruent,573.4,1,39
S30,94,Congruent,463.5,1,39
S30,95,Incongruent,495.3,1,39
S30,96,Incongruent,561.1,1,39
S30,97,Congruent,493.4,1,39
S30,98,Incongruent,547.1,1,39
S30,99,Congruent,489.5,1,39
S30,100,Congruent,432.3,1,39
